Student_ID,Delta_PSD,Theta_PSD,Alpha_PSD,Beta_PSD,Gamma_PSD,Pupil_Dilation,Blink_Rate,Fixation_Duration,Saccade_Velocity,Learning_Content_Type,Difficulty_Level,Engagement_Label
3,2.11364777198063,0.8245856414911958,1.1594500989802894,0.9453454823645604,2.0242268775108774,2.020178303670437,13,562,228.95066190562233,Text,Hard,1
3,2.24434225501627,0.9083839266002818,2.1115459360198012,2.0308691350945667,1.0809636393070408,2.8433896873821736,22,607,204.58579686315008,Text,Medium,0
3,0.5239632184895127,0.5344411271894278,2.4097997514208913,0.7677863067314994,2.3426723195527606,2.106427838576548,28,365,178.8585111021174,Interactive,Hard,1
3,1.837690829096913,0.9291127021136851,0.9041100478519069,2.4523615467577056,1.8872302492292965,2.1130971889204053,17,573,244.5799140042908,Text,Medium,0
3,1.384639305100109,1.7613563472916864,2.0830860779494476,2.4161644642271933,2.412646835022982,1.3741389740934833,27,249,138.95548740299046,Interactive,Medium,1
3,1.064818049544178,1.0996288154625566,1.6874903846596139,1.057879770027719,1.5826002067882463,1.356770165397964,18,746,228.72122916723507,Interactive,Medium,1
3,2.399503380248139,1.5801155546998027,1.887315235384624,1.219577998403753,1.9056425472166907,1.5236649343005881,22,386,146.61122162232317,Video,Easy,2
4,1.1080717150292083,1.0642562789889816,0.7909206856025777,0.7832765247807914,2.4789057518940476,2.434106035176333,20,210,53.2425822603668,Video,Hard,2
4,1.9400185281996234,2.009527379340117,1.4374160903045725,1.47600981701207,0.9808354607725605,1.146567268673681,18,700,107.54452938247584,Interactive,Medium,0
4,1.3328649174411022,2.017103124381589,0.7179467223015337,0.9823465623258456,0.5096969452928108,1.488798792260454,29,276,109.43403393456018,Interactive,Hard,2
4,2.3767260073175835,0.7325207655544568,1.6157230132056648,1.6201976099093744,1.0569457371369413,2.8837848469687017,23,370,287.26754140689854,Interactive,Medium,1
4,0.8736588936039915,1.7879701392541612,2.0047206828357376,2.4241172461594678,1.353294403181426,1.4827845452065322,21,212,73.87354433846295,Text,Hard,1
4,0.6219795971062876,1.5742266956910764,2.1553566737937055,1.002530237827517,2.3450986168067582,1.4878840860119358,15,786,183.63205781868444,Interactive,Medium,1
4,2.1570410604017027,1.6077478229878894,1.3927545825526524,0.9097722354731679,2.3115246089286945,2.756993175076052,27,591,230.74576806250943,Text,Hard,1
4,1.403228585414478,1.2886414446549301,0.885380996745035,0.687048794609241,0.9262387478301335,2.103736813890559,27,251,193.8172945059037,Text,Medium,2
4,0.8136141739081977,0.8008267302969485,1.9803682193871164,0.9291735695811045,0.7484888883458829,2.0563711535245677,22,404,63.79203115811595,Interactive,Hard,2
4,1.9640928730268454,0.6755408307205522,1.8724239784014354,1.722618965531035,2.060506674944896,1.510232379393896,10,778,171.5989019800096,Interactive,Medium,1
5,2.1416263905087267,0.9309052071746522,1.924617253400528,2.2847854167427,2.2401199938228578,2.2670328537187343,21,422,272.8695004386499,Video,Hard,0
5,0.7368850651074403,2.367764911257522,1.1555639199245469,0.6552917695546194,1.9215310917012804,2.617033755575397,11,334,60.515133160885426,Text,Hard,1
5,0.5470008110435542,1.1227212788876846,2.0720770538119844,1.873088876209389,1.975587627494772,2.61363779703332,15,307,75.13296882762639,Text,Hard,1
5,1.9541607150707694,1.6735034868532923,1.3359992014049875,2.0578997375027925,2.0126574276069435,2.7839847931323947,12,657,56.627283884194064,Text,Easy,2
5,1.0210280069678845,2.495999322001066,1.734737962060697,1.4123490882432062,1.0734628281630716,1.4267703958045028,15,204,294.370139899993,Interactive,Easy,2
5,1.238801536854939,1.529156500316379,1.9943723737835592,0.7896402905119928,1.851163948602552,2.359427600280601,27,320,205.3016151307143,Text,Medium,0
5,0.6871289463426633,0.6339145558522798,2.206435160469187,1.1200212850612625,0.8632939558794555,1.0587002817136288,21,740,133.54745629064055,Text,Medium,2
5,1.8924256267326782,0.6275698061939647,2.0242788419073507,1.8522551703073353,1.4190776857014136,2.94454052137585,28,320,211.44757561482834,Text,Easy,0
5,1.3127302792191469,1.467419292467243,1.5360592767129588,1.1990858720110067,2.0087139198342,2.9739614844517304,28,575,204.1368890842394,Text,Medium,1
5,1.7262390469420672,1.067947151853157,0.7561315757870133,0.8146728217886707,1.3934695362054779,2.5736633743670585,15,445,80.67861635049049,Interactive,Hard,2
6,1.596736439289694,1.7260964299227517,2.1548781081859327,2.440115079148269,0.9361172065414127,1.5938449740680682,11,271,282.1045384924115,Interactive,Easy,1
6,2.048282389792801,0.6993457930963596,1.199200660782692,1.3389398302778026,2.171861429215192,1.0058089623168358,16,754,146.9060124377463,Text,Medium,0
6,2.1581289739163485,1.537250137962048,1.8975893829269341,0.9457693635931144,1.0505316490839363,2.191810094607411,27,253,152.34551146236248,Video,Medium,0
6,1.266886762946585,0.9048111670301069,2.0906464274736685,1.042381619370445,1.1060366204076832,2.6090589679539704,22,204,192.00399750828578,Video,Medium,1
6,1.7628697629551235,2.4690560053889623,2.3002409883862915,0.5699104638764483,1.6756639210201256,2.9603925076170987,21,564,79.2053135749735,Text,Easy,1
6,2.317872276392053,1.3932123734484707,1.5798899835315636,0.5157203280025389,1.9397931979113905,2.2451708586273806,17,492,59.97167972457383,Video,Easy,1
6,1.019055830771018,2.0129727203678307,1.0969034660763144,1.5849994976112585,1.4933240430340988,1.1682256371053725,22,698,179.45745655339306,Text,Hard,2
6,1.6413525289780528,1.1205082131096205,1.8952146822553397,1.39873069670757,2.3970631186637306,1.3002309211467893,14,662,212.94987313145802,Text,Hard,2
6,2.3141240982788083,1.2262640105163596,2.379861449747301,1.4686482492575246,1.3527880502732959,1.8970592054769229,22,474,96.1287214184529,Interactive,Medium,2
6,1.1311334366363592,1.1040386980615462,1.7921298041603266,1.3398399119598485,1.0930303651032205,2.2562610062788915,22,403,231.01711198242936,Video,Medium,1
7,1.4209399915139105,2.427558363245657,1.809813541256905,0.9411514439912043,2.06755844195808,2.1234448641851023,14,245,181.33505597630415,Interactive,Hard,1
7,1.3272130339107935,1.511895799816735,2.2945311275402105,1.2155719308924924,1.3553295920033734,2.5034123557619985,22,276,153.39634986484901,Text,Hard,1
7,0.7023547883877592,0.6764500214025129,1.1063141575856905,2.493760907651283,0.6086119394731655,1.6141395465882973,15,339,184.63175941437186,Video,Medium,1
7,2.2726317693725706,1.2187470006711647,1.8007892882600625,1.714477710560171,0.7686167274607054,1.2349053639318082,24,422,175.3305118636182,Text,Easy,0
7,1.909711509333091,2.053622763803003,1.8414275925372137,1.129287670394155,1.5882035309779163,1.580228076985452,25,723,267.5656562847548,Video,Easy,2
7,1.8515439346008409,2.066397222465591,1.9658538257427258,0.774464561185984,1.177906676406796,1.184191620986538,19,242,155.824136225632,Text,Medium,0
7,2.455940505085433,1.8667575158702858,0.8261351040874507,1.3776360629024686,2.433967294043231,1.8044307274947906,22,530,176.67836228424042,Text,Easy,2
7,0.8755434948146545,0.7392732275117802,2.2144915696651277,0.7374929044169081,2.3701209916705777,1.983854245950697,29,605,279.1970899077815,Video,Easy,1
7,2.235497611643079,1.7497450591141261,2.175831571553198,1.0725574474148296,2.099481440000365,2.9103208238606486,18,663,259.8407623546853,Video,Easy,1
7,1.810691926697649,0.6388671394264176,1.6104494025846583,2.0338194336623863,1.2261779310716114,1.5346218630548663,20,665,257.76083211861044,Video,Medium,2
8,1.2074130854216059,0.5427936526851567,1.5135577341447723,0.6916240407142915,0.528926712715631,1.9555096480882674,21,644,276.03280212745426,Video,Medium,0
8,1.3483836512309615,2.035846681779515,1.0963256767223257,1.4892285534007177,0.7745802003122779,2.519370790302889,14,654,278.68088148890763,Interactive,Hard,1
8,0.6826511497277457,1.1970301044061127,1.8956650221000773,1.5855990166376095,0.8255587934312414,1.0869848763361876,27,699,85.32758162782382,Interactive,Medium,0
8,0.9735608985508593,0.5552340533807902,1.6029396642790519,1.8568609301647252,0.517099475137138,2.0409965854740166,10,248,198.57870359937394,Interactive,Hard,2
8,1.1079666317442063,1.198091904597107,1.0913690217579715,1.1630442468980644,0.623349583985854,1.4280016126677697,10,248,201.71184485902518,Interactive,Hard,0
8,1.4911308739277782,1.6017392550472795,1.857900640255172,0.6018027269704898,1.2317025720356993,1.409000431000795,18,664,199.0815593356888,Text,Hard,2
8,2.0951769200556822,0.932228384613573,0.6985022571604698,2.4597401609221494,1.00576444693491,1.870677224518508,20,515,178.17638293206613,Interactive,Easy,1
8,1.7241921987681725,1.5871017189989518,1.3646770148657794,2.479093000268473,1.1324818452240697,1.98503821946603,27,295,296.7729117292672,Interactive,Easy,1
8,1.7240199102555187,1.8651092270523675,1.3628516814507836,1.6930526765723488,1.5150846760417638,1.5999795003543584,18,581,219.55224739926692,Interactive,Easy,0
8,1.2674460286366453,0.6979276879613696,1.3313654206302292,0.6216937515010756,2.079107288473812,1.0596751583417041,24,631,98.64698728076075,Interactive,Easy,0
9,1.1302520442297337,0.5188501081384478,2.037939117791821,0.8837661586203793,0.9888505332871009,1.9174603366151624,14,609,100.68414650363493,Interactive,Medium,1
9,1.6294125739812837,2.209518594927208,1.8568177054099897,1.3354055324560614,1.360496852134391,2.5991838939971035,26,293,66.39502544084831,Text,Medium,2
9,2.3723181376244886,1.9854744881904323,2.09538988734865,1.224097538316835,1.2024477674041205,1.8732922767398161,18,226,178.2431378105632,Text,Medium,2
9,0.5038363857065244,1.6296916937847772,1.3737675638848397,1.8798087734668745,1.0749554548109794,1.9623960777178557,24,484,163.74418809208203,Video,Easy,2
9,2.2214835457182973,0.9786580214968141,1.780387755779002,0.8758808400416596,1.3732710122383625,2.5770599527796914,18,653,213.67859055993924,Text,Easy,2
9,1.7124240980265018,1.7258339183188367,2.1884378651358305,0.8555948549819354,1.458399345670516,2.8576727877546277,13,487,64.59211996607884,Text,Medium,2
9,2.4637788714336954,2.2184772975905513,2.3078390327404046,1.0486341066632878,2.111085795661971,1.0745793661925693,11,215,168.94106015650522,Text,Hard,0
9,1.256311325869764,0.5112191422144357,1.2450137309454543,1.501384751232003,2.4514445156314846,1.8521958666453013,19,764,264.7543214963322,Video,Medium,2
9,1.224261049747953,1.1319871327089315,1.6477313249337275,1.6815377195519126,2.3715955495844008,2.2530913056506856,11,707,292.06080443330876,Video,Hard,0
9,2.0081978061106573,2.0564946339407006,2.3731000026123263,1.5238200273774678,1.5116263097317764,2.7006001991509367,22,604,50.623598676294854,Video,Medium,1
10,1.6826202662715974,0.7649797412102213,1.0733136064595203,1.2448909624368782,0.8604916111665739,1.8790365042672337,13,527,60.458690920708804,Text,Easy,1
10,2.058975229572572,1.5445065246598548,2.409843884784914,0.9669013984291874,0.5255409518165428,2.934912752179908,23,419,122.6261778930603,Interactive,Hard,2
10,2.3309104932832208,2.2377215641868933,1.9415134825361766,2.1451176145718027,1.3307910993404972,1.6654901586732351,22,231,94.83867312657819,Text,Hard,1
10,1.2203011423976338,1.0534881780340617,2.1794017428480825,1.1803098170310473,1.3041569967936135,2.4567791721508065,26,580,294.63251470745115,Text,Hard,1
10,2.0812848730529785,1.4102265943860677,1.8556117708323427,2.1406865950915526,1.9297654605236452,1.1797145358258325,25,257,282.0304226353437,Interactive,Medium,2
10,2.255397410624728,1.4556628437474692,2.157887888541539,2.458514061418816,0.6696348602121909,2.9349518460218587,17,303,263.01962354266453,Video,Medium,0
10,0.6127792468460569,1.8635280181539786,1.1219297618238018,1.3039751713015293,1.4865814308857628,1.4884758567736305,25,582,212.92109917542146,Text,Easy,1
10,2.448518376045267,1.886875636545552,1.96520006486493,2.340198383529443,2.4485083542312926,2.7426457929122443,17,275,240.82437588573367,Interactive,Easy,2
10,0.9531409698887656,0.6126643391313562,0.7310172049326578,2.2366518230772554,0.7233963777387984,1.4056735059671965,20,258,139.43555612908108,Video,Hard,1
10,2.0484715699407396,2.465389342555947,2.3829641831896318,0.8053854937509086,1.1424042524375886,2.1756114493285126,17,273,105.14293098725872,Video,Hard,1
11,0.9481566805836386,1.3708226464128814,1.1005785555056526,1.1319797388411517,2.3203729504749,2.100862759130206,25,544,190.79043553028907,Video,Easy,1
11,1.7691935066356916,0.6716660026590655,1.7758191047697502,0.7223297972173377,0.8013014923336188,2.014374205666016,21,253,66.19068710289861,Video,Medium,0
11,2.3830763002452895,2.1145260984150154,1.3282348852438661,1.2876493114418621,2.0862427345425454,2.2970085585042233,26,643,234.63482370227482,Interactive,Medium,0
11,0.5896944043360441,2.207090832727979,0.8372453619917917,2.004347839593127,2.029765566377947,2.699465957690489,11,558,241.04872047969863,Video,Hard,1
11,1.084904398133639,1.6439046094203686,2.462300996153293,0.6311607356230164,1.007898504943609,1.8650348979052602,18,734,50.58403714534458,Text,Medium,1
11,0.5686565723806833,2.1377085952543435,2.2336174313774237,1.497313630451381,1.0528820971511,1.4528419713323095,20,532,180.3880167241058,Video,Medium,1
11,0.7624858702267365,1.0056216402828038,2.34279622783606,0.7656204763990189,0.8976022176618828,1.2122736330193715,22,386,173.46041974621963,Interactive,Easy,1
11,2.4089783983845017,1.7901053152669306,2.2039745347936224,2.383340461544349,1.48983012216225,1.6748201742343265,28,766,121.80064752641246,Text,Medium,0
11,2.1749821574272294,0.9561244447302981,1.2876344203206758,1.9296397991838012,1.1547297300424022,1.3248389858205336,25,756,206.24956041416718,Interactive,Hard,1
11,2.3636474045659757,1.1024817330890604,1.0227644128455564,0.6732940076864429,1.717818626655814,2.5689040513226824,16,490,103.29797956139664,Interactive,Easy,2
12,1.953596351131836,1.3554161154046702,0.9185812904746886,1.8923460046299088,2.177273617326424,1.2084503517327516,22,417,102.32118386073654,Video,Easy,0
12,2.1368361277712538,1.0141134841349142,1.6880122855796438,0.9836708349856722,1.6894988055807654,1.7153180160993566,23,231,173.70192306766933,Video,Medium,2
12,1.0217791326159131,2.2578354676161076,1.4018538936715246,2.224302043424336,1.5770255255372592,1.5628579406016152,20,400,167.20878581783475,Video,Easy,0
12,1.815956063160751,1.9102485706009904,1.8973462046851561,1.453346036703264,1.4636041849649546,2.911094750290941,15,727,109.08526585814161,Text,Medium,2
12,1.7657441677023267,1.8749084044982043,0.5999720972713047,0.7541121682823928,1.2384724862587815,2.755834664480863,11,560,101.15585293424421,Text,Hard,0
12,2.239031745707234,1.616908998293657,2.3082390671866797,2.109021359435426,1.487778681469037,1.9168855626401582,18,769,205.52188789904523,Text,Easy,2
12,1.8597416037139263,1.722755773002277,2.280369213584048,1.7484995843606748,0.6048162051706678,2.7272587750069013,14,572,236.11036259085353,Video,Hard,2
12,0.9594318521658134,0.8034436743305546,2.4353920349514593,0.8172343232697536,2.2563561753208488,2.844549775970634,12,324,140.65981051419618,Interactive,Medium,2
12,1.726297433799571,1.9750424421971011,1.3727423132706282,0.8961271979424963,1.070644186929025,1.909513766866769,25,462,230.21860954305404,Video,Easy,1
12,1.3127891771074063,1.1342390589086522,1.0767999311585421,0.6621278887123125,0.5438643657426494,1.849122924910477,27,792,77.91780346979161,Video,Hard,2
13,2.219819795281186,2.362619107552641,0.9808151710593955,0.9707243848932909,2.0358781428513315,1.2143543931827008,13,578,123.46575746453743,Text,Medium,1
13,0.6024428503201376,1.823019745654379,1.0032334334967505,1.0392558690775184,0.7394721393233337,2.869652444836099,28,203,150.8279002563516,Text,Medium,0
13,1.5859964419482848,1.0945509673826885,0.9182010067248048,1.9617416600663473,2.4046977041605517,2.470801288889327,24,617,117.12761251270963,Video,Hard,2
13,0.8097623167909465,2.167027791776487,2.4007989403770145,1.9368051302909637,1.6310625434782804,2.219307870154542,12,568,140.5795154000249,Text,Easy,1
13,2.04214438760183,2.0384435964446395,1.519722212256942,1.9159670701494578,0.7018535729808881,2.021805128706057,11,405,218.7418902403028,Video,Hard,1
13,1.8116472534535526,0.6827981251301865,0.7869183845650045,2.319180718346172,1.8558547911071666,1.63868273712543,19,513,273.16965983693535,Video,Hard,1
13,2.2044048460949375,0.5832992695415089,1.5378606300747455,0.6103086614935886,1.0013026518528716,2.969484817104279,25,373,206.92338066039292,Text,Medium,0
13,2.2338426418197934,2.0754018292409526,2.02519241681511,0.7785397939344021,1.5790878598510176,1.2958960382147595,15,762,117.40536790790568,Interactive,Medium,1
13,1.8032512470313407,1.8717897784896196,1.9369057015227533,0.7306034725909245,1.9305234343939948,1.1149966268768066,20,447,179.24790043853457,Video,Hard,0
13,1.9642127184287002,0.7211479144677397,1.8387854498950433,2.255517993222842,2.001665161988109,2.1230672822685426,13,629,91.53481144496698,Video,Hard,2
14,0.5611550258983868,1.180340212179825,0.9339158615063659,1.0900348573474656,0.9192411328542129,1.196813665765484,11,492,245.66791852164172,Video,Easy,0
14,1.8793980085958386,0.5589270484871307,1.4284812887472693,1.185842358650497,2.0981527917792446,1.2102987978676611,14,384,241.45008160355422,Video,Easy,0
14,2.4861212659409664,1.272108941340928,1.0622794900829968,1.2843370686356093,1.848428866498282,1.9272161938481729,23,539,264.70839472959835,Text,Easy,0
14,1.5290917884087758,1.2299913188092095,0.566608060705281,1.4026757641056204,2.4701439132136405,1.9384191763448348,15,651,93.7218692066262,Video,Easy,1
14,0.9597707844817538,1.7708109122333835,2.1856750765757793,0.7675999338025854,0.671273950691436,1.9780439418515126,16,249,121.46614906709891,Video,Easy,1
14,1.6846170086226808,2.184144009247804,2.4995334941101723,0.7496955894303641,2.4079024987084097,2.1049018083919693,19,300,252.942789320764,Text,Medium,2
14,0.7250243283817539,0.7162639509655082,2.1182414149821236,0.9933647244566632,2.4214383971226163,1.5745347875266749,26,212,257.54819456350515,Video,Medium,2
14,1.6256432885164078,1.6038265581953401,1.4287587851898713,1.4973450991483732,0.7207541901948693,2.746507133018139,25,300,262.38712326397126,Video,Easy,1
14,0.7509793589093421,2.460406645054088,1.2246723426377237,1.7648678103146709,1.184124527583671,1.6223008163684542,22,517,63.34996360747576,Interactive,Medium,0
14,2.3908942875823174,2.1968963074820302,1.5265468428097222,1.6985138282022902,2.355899959544371,1.1426581219765377,17,274,241.87831028642995,Video,Easy,0
15,1.8801869115984524,1.9066609619959916,0.5005176075988449,1.5128788754824518,2.3016151222400647,1.635549486128478,22,389,294.1251179949541,Video,Easy,0
15,1.8252696913593518,1.7519325692503405,1.8829353542708067,1.1708996204257376,1.9193241726906314,1.7929381239105073,19,673,82.18573955806592,Text,Easy,1
15,0.8638735304611533,0.5122630887218169,1.3737520105198053,1.3977476880081052,1.3063686898241023,2.9169419623227073,23,772,259.41135335322394,Interactive,Medium,2
15,2.372648858997071,1.574845313667042,2.293390734768859,0.985065966547561,1.409410265765635,1.4777632906396907,23,573,271.94329063205237,Text,Easy,1
15,2.321194575876023,0.7315779004254725,2.247458176347682,0.7843476414282746,0.754697619650821,2.0367194510728295,16,734,94.50593376633435,Text,Hard,0
15,0.5111659879781105,2.1609241129279764,1.2219917112504266,1.71537138327423,0.5366543915530935,1.2059712340089885,10,695,127.69900043933647,Text,Hard,2
15,0.6060722173228386,1.4049989625372463,2.228366824106535,0.8968234928819261,1.5013041521447,1.36429674630311,14,381,231.7754591750728,Text,Hard,1
15,0.5784968253274421,2.37982667036778,1.4276257260094998,0.5934647550696626,0.8757112759574306,2.698686488244565,22,350,279.2475503007613,Interactive,Hard,2
15,0.9156187611449487,0.5092017483697733,0.9102421512851964,1.511296993434994,0.7797697692383041,2.3092975475492494,10,614,98.51955419633461,Interactive,Easy,1
15,2.0583806077115927,2.073847819659412,1.428920413254182,1.8914562247852518,1.7005855529176757,1.7198314902909266,19,375,191.23069220663845,Text,Medium,0
16,0.5299737860594764,1.7322397139547745,1.7955695243247392,0.8567539573951892,1.4039549607621342,2.1642324114756804,12,245,233.48568393457984,Interactive,Hard,2
16,2.410715536596957,1.9926460471589074,0.9599653717455927,1.053959432709055,0.7726330792473866,1.9108205154252895,10,404,220.77232539327878,Text,Easy,1
16,1.6708073352497375,1.3210341624270563,2.1373692611946784,1.2284846377803114,0.8718245483232929,2.708166076690529,28,300,258.1015770638943,Text,Easy,2
16,1.9474053324292595,0.8480437194205019,0.7740258049226096,0.9955828549250612,0.9649572976487419,1.6692526800848124,23,435,63.00851045219889,Interactive,Hard,1
16,1.7443094958723748,0.8336571570306557,0.7648940372734863,1.057259774241996,1.8738221443883674,1.919666880031931,29,704,114.71036963563989,Text,Easy,1
16,0.926262626115349,1.9163211782055976,0.6909803795444163,1.4412623502170998,1.201712899890606,1.6658291358230874,27,308,220.85077003664205,Video,Medium,1
16,0.7736771900203403,1.9425599163561573,1.252446746748947,1.1675599702094122,1.1291633210362508,1.2746166761681743,25,203,162.92351415677177,Interactive,Hard,0
16,1.93874827831422,1.3207208465618452,1.570700394348406,2.3987977644582847,1.7243913092847396,2.5203912234466284,15,705,52.03190449612953,Interactive,Hard,2
16,1.6419105627304318,0.9725276718077722,2.2090852033130717,1.1433482784314346,2.085404146850469,1.282044696268972,29,216,84.16801472295394,Text,Medium,1
16,1.2862159561275488,0.7004569313763458,2.235284313917872,1.024228264204346,1.15195511815734,2.1526629482361974,20,610,161.13365178181436,Text,Medium,1
17,2.19654075476084,0.9606491366094041,0.5290184900096275,2.498117954143022,1.2536026060121155,1.1137605449374617,18,577,134.23827856925948,Text,Medium,2
17,2.477019859946818,2.3087920423545643,1.9160528513237391,1.7259498793612376,2.0646435908140313,2.3605947324393,14,425,282.10107092829423,Video,Medium,2
17,1.7437590140975159,2.4740014750287362,1.1162426180487754,2.2340812996164665,1.6220307063588941,1.1616451207182508,13,566,240.7399764203633,Interactive,Hard,0
17,1.7459301022579128,2.49992415199085,2.082428464325666,1.7361444616694237,1.6779171821660013,1.8008508759129453,28,457,226.5897749752688,Text,Medium,1
17,2.3154329510474914,0.6021652214217519,1.6502050260785543,1.5211376993913404,2.0323329589895605,2.568309640299892,13,509,181.81941488873912,Text,Easy,2
17,2.420435782485886,1.1179211857712446,1.0184820527872436,1.6119207716767374,0.7781276846099547,2.277037408728598,23,644,59.483053424161554,Interactive,Easy,0
17,1.9496378279252158,1.730268112593102,0.7731144429931252,1.0714622102053504,2.305215721866758,2.244823567077308,25,450,102.70342394446392,Video,Hard,1
17,1.0500298714703806,0.5398049339180602,0.5578501163607597,2.1690068690100315,2.3214495556044707,1.0391189418394564,18,570,284.03640941240747,Text,Hard,2
17,1.5745722139821017,1.3325015038366854,0.5279734520611934,2.3128439607695657,1.1853619981217116,1.3617967711984604,20,698,184.30208090054217,Text,Medium,2
17,1.9641263174333528,2.3849398253625367,1.3030059338711233,1.1151720302139658,0.8615472282607746,1.794854408339071,20,210,228.32543997227987,Text,Easy,1
18,0.7643680681121239,1.1148244593288141,2.40866978292561,1.4381010789981186,1.6460170663208362,2.3622386631097694,23,473,254.68260394510867,Video,Medium,1
18,1.052884339876116,0.5151801117649148,2.0907540763773236,2.36721478536146,2.135966629485839,1.0559803679463429,13,703,65.96452409480975,Text,Hard,0
18,1.3088360824178658,1.9845677767468006,2.2114929493823183,1.9124355373784558,2.3839334709684876,2.662413340465296,14,711,114.23487652857423,Text,Medium,0
18,1.4395351644952925,2.154833391498696,0.5031358700851614,1.3423821056195093,1.3374649231346791,2.2847434224533614,20,499,145.03817710585759,Video,Hard,1
18,2.4417375108675445,1.4823388650136484,2.0814982006256226,1.0348558907300203,1.3547256070367066,2.1741463330268402,17,376,61.1316703454428,Interactive,Easy,0
18,2.131210618627531,2.0638306709709475,0.6849825837646968,2.1968981568780594,1.430729849213893,1.0823514621446642,27,513,80.13182623964947,Video,Medium,2
18,1.3432061045836416,1.6845749894529638,1.457978625923535,2.2318483429981537,0.7834609385614082,2.335977484994257,14,762,69.95238733710747,Interactive,Hard,1
18,2.0831691148223466,1.3594252454507212,1.4043445719682082,2.05722016873725,0.7964187120922992,1.146720977079038,19,648,158.7669344901439,Text,Hard,1
18,2.3303870250451846,1.2120020203824475,2.4701735214626828,1.8751117821932566,0.7741885875336585,1.1283178847683846,16,261,77.35372879143189,Text,Hard,2
18,1.5595649003987777,1.429847912834992,2.47579036583536,2.465886676250112,1.5039000693126248,1.173033732960054,11,511,109.68854160273523,Interactive,Medium,2
19,2.338984233781702,1.3466196474149288,1.8501955039274802,1.7496623914412817,0.7113186642971132,2.249991800408112,28,743,139.22294992783114,Video,Easy,2
